run,capcost,fdene,fimp(14),pseprmax,feffcd,aspect,boundu(2),outlet_temp,beta,etanbi
7183,5490.8,0.8837890625,7.670898437500001e-05,39.9462890625,1.119140625,1.8130859375000001,3.9580078125,800.91015625,0.12578125,0.517578125
7184,5508.4,0.8837890625,7.670898437500001e-05,29.3505859375,1.062890625,1.8130859375000001,3.9580078125,800.91015625,0.12578125,0.517578125
7185,5492.6,0.8837890625,7.670898437500001e-05,29.3505859375,1.119140625,1.8150390625000001,3.9580078125,800.91015625,0.12578125,0.517578125
7186,5500.8,0.8837890625,7.670898437500001e-05,29.3505859375,1.119140625,1.8130859375000001,4.3271484375,800.91015625,0.12578125,0.517578125
7187,5360.7,0.8837890625,7.670898437500001e-05,29.3505859375,1.119140625,1.8130859375000001,3.9580078125,884.11328125,0.12578125,0.517578125
7188,5242.1,0.8837890625,7.670898437500001e-05,29.3505859375,1.119140625,1.8130859375000001,3.9580078125,800.91015625,0.17578125,0.517578125
7189,5473.9,0.8837890625,7.670898437500001e-05,29.3505859375,1.119140625,1.8130859375000001,3.9580078125,800.91015625,0.12578125,0.580078125
7190,5165.2,0.8837890625,7.4951171875e-05,39.9462890625,1.062890625,1.8150390625000001,4.3271484375,884.11328125,0.17578125,0.580078125
7191,5160.1,0.9380859375,7.670898437500001e-05,39.9462890625,1.062890625,1.8150390625000001,4.3271484375,884.11328125,0.17578125,0.580078125
7192,5161.5,0.9380859375,7.4951171875e-05,29.3505859375,1.062890625,1.8150390625000001,4.3271484375,884.11328125,0.17578125,0.580078125
7193,5157.9,0.9380859375,7.4951171875e-05,39.9462890625,1.119140625,1.8150390625000001,4.3271484375,884.11328125,0.17578125,0.580078125
7194,5167.5,0.9380859375,7.4951171875e-05,39.9462890625,1.062890625,1.8130859375000001,4.3271484375,884.11328125,0.17578125,0.580078125
7195,5160.2,0.9380859375,7.4951171875e-05,39.9462890625,1.062890625,1.8150390625000001,3.9580078125,884.11328125,0.17578125,0.580078125
7196,5215.3,0.9380859375,7.4951171875e-05,39.9462890625,1.062890625,1.8150390625000001,4.3271484375,800.91015625,0.17578125,0.580078125
7197,5331.9,0.9380859375,7.4951171875e-05,39.9462890625,1.062890625,1.8150390625000001,4.3271484375,884.11328125,0.12578125,0.580078125
7198,5172.3,0.9380859375,7.4951171875e-05,39.9462890625,1.062890625,1.8150390625000001,4.3271484375,884.11328125,0.17578125,0.517578125
7199,5160.2,0.9380859375,7.4951171875e-05,39.9462890625,1.062890625,1.8150390625000001,4.3271484375,884.11328125,0.17578125,0.580078125
7200,4769.3,0.8962890625,3.7333984375e-05,40.2880859375,1.044140625,1.9255859375,3.7705078125,1044.66015625,0.17578125,0.442578125
7201,4764.3,1.0005859375,3.7333984375e-05,40.2880859375,1.044140625,1.9255859375,3.7705078125,1044.66015625,0.17578125,0.442578125
7202,4768.4,0.8962890625,6.932617187500001e-05,40.2880859375,1.044140625,1.9255859375,3.7705078125,1044.66015625,0.17578125,0.442578125
7203,4768.9,0.8962890625,3.7333984375e-05,44.6337890625,1.044140625,1.9255859375,3.7705078125,1044.66015625,0.17578125,0.442578125
7204,4764.1,0.8962890625,3.7333984375e-05,40.2880859375,1.187890625,1.9255859375,3.7705078125,1044.66015625,0.17578125,0.442578125
7205,4833.8,0.8962890625,3.7333984375e-05,40.2880859375,1.044140625,1.9025390625,3.7705078125,1044.66015625,0.17578125,0.442578125
7206,4769.3,0.8962890625,3.7333984375e-05,40.2880859375,1.044140625,1.9255859375,3.6396484375,1044.66015625,0.17578125,0.442578125
7207,4795.5,0.8962890625,3.7333984375e-05,40.2880859375,1.044140625,1.9255859375,3.7705078125,977.86328125,0.17578125,0.442578125
